class,labels,alternative_terms,comments,definitions,editor_notes,has_broad_synonyms,has_exact_synonyms,has_narrow_synonyms,has_related_synonyms,hasSynonyms,in_subsets,superclasses,adjacent to,bearer of,composed primarily of,contained in,derives from,derives into,existence starts during or after,formed as result of,functionally related to,has characteristic,has developmental contribution from,has function,has increased levels of,has part,has quality,has role,http://www.w3.org/2000/01/rdf-schema#subClassOf,located in,mereotopologically related to,output of,overlaps,part of,partially surrounded by,participates in,relation between physical entity and a process or stage,surrounded by
ENVO_03000073,multiyear ice,,,"Sea ice which is thicker than second year ice, and has survived more than two seasonal melting process.",,,,,,,envoPolar,ENVO_00002200,,increased size|increased thickness|thickness,,,liquid water|saline water|sea water,,,,multiyear ice formation process|sea ice formation process|water ice formation process|freezing|freezing of water into water ice,increased size|increased thickness|thickness,,,,,increased size|increased thickness|thickness,,sea ice|water ice|ice|multiyear ice,,,sea ice formation process|multiyear ice formation process|freezing of water into water ice|water ice formation process|freezing,,,,multiyear ice formation process|sea ice formation process|water ice formation process|freezing|freezing of water into water ice,,
ENVO_03000075,shuga,,"These new ice classes refer to both marine water and fresh water ice. If using this term for annotation, use it in conjunction with another envo term to express whether the ice is in a marine, freshwater, or other system.","New ice, which is spongy, lumpy and opaque, and forms from water which freezes in an agitated water body.",,,,,,,envoPolar,ENVO_03000063,,opaque|optical quality|quality of interaction of a substance with electromagnetic radiation|opacity,,,,,,,new ice formation process|water ice formation process,opaque|optical quality|quality of interaction of a substance with electromagnetic radiation|opacity,,,,,quality of interaction of a substance with electromagnetic radiation|opaque|optical quality|opacity,,water ice|ice|new ice|shuga,,,new ice formation process|water ice formation process,,,,new ice formation process|water ice formation process,,
ENVO_03000076,slush ice,,"These new ice classes refer to both marine water and fresh water ice. If using this term for annotation, use it in conjunction with another envo term to express whether the ice is in a marine, freshwater, or other system.","A slurry of frazil, snow, and liquid water.",,,,,,,envoPolar,ENVO_00010483,,,,,,,,,,,,,,liquid water|water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|water vapour|snow crystal|diatomic nitrogen|frazil|frazil ice|new ice|snow,,,slush ice,,liquid water|ice|water ice|dioxygen|carbon oxide|carbon dioxide|dinitrogen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|diatomic oxygen|frazil ice|new ice|snow|frazil,,liquid water|water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|frazil ice|new ice|snow|frazil,,,,,
ENVO_03000088,methane-laden permafrost,,Other hydrocarbon gasses such as carbon dioxide may also be present. These pockets can be sufficently large that the permafrost surface will undulate when pressure is applied.,Permafrost which contains pockets of trapped methane gas.,It would probably be better to assert parthood between the permafrost and cavities filled with gas rather than the gases themselves.,,bulgunyakh,,,,envoPolar,ENVO_00000134,,decreased temperature|decreased quality,,,,,,,,decreased temperature|decreased quality,,,,alkane|methane|aliphatic compound,decreased temperature|decreased quality,,permafrost|methane-laden permafrost,,alkane|methane|aliphatic compound,,alkane|methane|aliphatic compound,,,,,
ENVO_03000108,slab snow,,,"Snow which is cohesive, hard and overlies weaker snow.",,,,,,,envoPolar,ENVO_01000406,,,ice|water ice|object aggregate,,,,,,snowfall|precipitation process,,,,,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|water vapour|snow crystal|diatomic nitrogen,,,snow|slab snow,,ice|water ice|dioxygen|carbon oxide|carbon dioxide|dinitrogen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|diatomic oxygen,snowfall|precipitation process,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen,,,snowfall|precipitation process,,
ENVO_03000133,agricultural potting mixture,,"Potting soil can be composed of a wide range of materials in varying ratios, often containing little or no actual soil.","An agricultural environmental material which 1) is composed of a mixture of materials such as peat, composted bark, sand, perlite, or compost, and 2) serves as a medium in which to grow plants.",,,potting soil,,,,,ENVO_0010003,,,,,,,,,anthropogenic environmental process,,,,,,,,agricultural potting mixture,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03000137,freezing fog,,Freezing fog forms when the air temperature is below freezing and the water droplets in the fog become supercooled.,"A fog the droplets of which freeze upon contact with exposed objects, forming a coating of rime or glaze.",,,,,,,envoPolar; envoCryo,ENVO_01000844,air,amorphous,liquid water,,,,,,water ice formation process|condensation process,amorphous,,,,liquid water,amorphous,,atmospheric aerosol|aerosol|fog|aerosolised liquids|freezing fog,atmosphere|fluid layer,atmosphere|fluid layer|liquid water|air,condensation process,atmosphere|fluid layer|liquid water,atmosphere|fluid layer,,condensation process,,air
ENVO_03000139,ice fog,,"The suspended particles may be partly ice crystals 20 to 100 micron in diameter, but chiefly, especially when dense, droxtals 12-20 micron in diameter. Ice fog is formed by direct freezing of supercooled water droplets with little growth directly from the vapor. It occurs at very low temperatures, and usually in clear, calm weather in high latitudes. The sun is usually visible and may cause halo phenomena or luminous pillars. Ice fog is rare at temperatures warmer than -30 °C, and increases in frequency with decreasing temperature until it is almost always present at air temperatures of -45 °C in the vicinity of a source of water vapor. Such sources are the open water of fast-flowing streams or of the sea, herds of animals, volcanoes, and especially products of combustion for heating or propulsion. At temperatures warmer than -30 °C, these sources can cause steam fog of liquid water droplets, which may turn into ice fog when cooled.",Fog which is composed of particles of ice.,"In future will add computable renditions of size and temperature constraints. The synonyms of this class can be quite confusing, as they reference entities like frost (which requires a surface for deposition). Might need to add a new droxtal class see https://glossary.ametsoc.org/wiki/Droxtal.",,frozen fog; ice-crystal fog; pogonip,,air hoar; frost flakes; frost fog; rime fog,,envoPolar; envoCryo,ENVO_01001089; ENVO_01000844,air,amorphous,liquid water|ice|water ice,,,,,,condensation process,amorphous,,,,liquid water|water ice|ice,amorphous,,atmospheric aerosol|aerosol|fog|aerosolised liquids|ice fog|aerosolised solids,atmosphere|fluid layer,atmosphere|fluid layer|liquid water|ice|water ice|air,condensation process,atmosphere|fluid layer|liquid water|water ice|ice,atmosphere|fluid layer,,condensation process,,air
ENVO_03501252,chicken manure,,,Poultry manure made of chicken feces.,,,,,,,,ENVO_01001117,,,,,,,,,,,,,,,,,chicken manure|animal manure|manure|poultry manure,,,,,,,,,
ENVO_03501253,gypsum,,,A soft sulfate mineral composed of calcium sulfate dihydrate.,,,,,,,,ENVO_0010001,,,,,,,,,anthropogenic environmental process,,,,,,,,gypsum,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03501259,litter,,,Environmental material consisting of waste products that have been discarded at an unsuitable location.,,,,,,,,ENVO_00010483,,,,,,,,,,,,,,,,,litter,,,,,,,,,
ENVO_03501300,manure,,Most manure consists of animal feces; other sources include compost and green manure.,An environmental material consisting of organic matter from plants and/or animals that is used in agriculture as fertilizer.,,,,animal manure; compost; farm slurry; green manure; liquid manure,,,,ENVO_00010483,,,,,,,,,,,,,,,,,manure,,,,,,,,,
ENVO_03501302,cork,,,"Plant matter consisting of an impermeable buoyant material, the phellem layer of bark tissue.",,,,,,,,ENVO_01001121,,,,,,,,,,,,,,,,,plant matter|cork,,,,,,,,,
ENVO_03501303,natural-based polymer,,,Macromolecules that are obtained naturally from plants or animals.,,,,,,,,ENVO_00010483,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVO_03501304,cellophane,,Cellophane is used for food packaging.,"A thin, transparent sheet made of regenerated cellulose.",,Plastic Wrap,,,,,,ENVO_01000155,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVO_03501305,pliofilm,,,"Synthetic plastic which is composed of a glossy, moistureproof membrane made of rubber hydrochloride.",,,,,,,,ENVO_06105112,,,,,,,,,,,,,,,,,pliofilm|plastic,,,,,,,,,
ENVO_03501306,mylar,,,A polyester film made from stretched polyethylene terephthalate (PET).,,,BoPET (Biaxially-oriented polyethylene terephthalate),,,,,ENVO_00010483,,,ester,,,,,,,,,,,ester,,,mylar,,ester,,ester,,,,,
ENVO_03501307,ceramic,,,"A solid environmental material that is hard, brittle, heat-resistant and corrosion-resistant, made by shaping and then firing a nonmetallic mineral at a high temperature.",,,,,,,,ENVO_01000814,,,,,,,,,,,,,,,,,ceramic,,,,,,,,,
ENVO_03501324,latex,,"Latex is made by some plants, but synthetic latexes can be manufactured as well.",A stable dispersion (emulsion) of polymer microparticles in an aqueous medium.,,,"Natural rubber, India rubber, Gum elastic, Non-vulcanized rubber",,,,,ENVO_0010001,,,,,,,,,anthropogenic environmental process,,,,,,,,latex,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_03501370,stagnant water,,,A liquid water which has no current or flow and is susceptible to contamination by pathogens or pathogenic vectors.,,,,,wet,,,ENVO_00002006,,,,,,,,,,,,,,,,,liquid water|stagnant water,,,,,,,,,
ENVO_03510000,wood dust,,"Wood dust is typically generated through processes where wood is chipped, sawed, turned, drilled or sanded. The chemical composition of wood dust depends on the species of tree. Wood dust is not typically produced for specific uses. However, it is used commercially for wood composts. The primary routes of potential human exposure to wood dust are inhalation and dermal contact. It is known to be a human carcinogen.","Dust which is 1) generated when wood is processed and 2) composed primarily of cellulose, polyoses, and lignin.",,,,,,,,ENVO_00002008,,dry|granular,,,,,,,,dry|granular,,,,,dry|granular,,dust|wood dust,,,,,,,,,
ENVO_03510006,diesel fuel,,,"A liquid fuel used in diesel engines, whose fuel ignition takes place, without any spark, as a result of compression of the inlet air mixture and then injection of fuel.",,petroleum distillate fuel oil,,,,,,ENVO_00002984,,fossil fuel|fuel|hydrophobicity|combustibility|hydrophobic,,,,,,,,fuel|fossil fuel|combustibility|hydrophobicity|hydrophobic,,,,,hydrophobicity|hydrophobic,fuel|fossil fuel,oil|petroleum|diesel fuel,,,,,,,,,
ENVO_03510007,gasoline,,"Gasoline consists mostly of organic compounds obtained by the fractional distillation of petroleum, enhanced with a variety of additives.",A clear petroleum-derived flammable liquid which is used as fuel in most spark-ignited internal combustion engines.,,,gas; petrol,,,,,ENVO_00002984,,fossil fuel|fuel|hydrophobicity|combustibility|hydrophobic,,,,,,,,fuel|fossil fuel|combustibility|hydrophobicity|hydrophobic,,,,,hydrophobicity|hydrophobic,fuel|fossil fuel,oil|petroleum|gasoline,,,,,,,,,
ENVO_03510008,diesel exhaust,,,A gas which results from the incomplete or complete combustion of diesel fuel.,,,,,,,,ENVO_01000797,,,,,oil|petroleum|diesel fuel,,,,,,,,,"carbon oxide|carbon dioxide|methanol|volatile organic compound|acrolein|alkane|hydrogen cyanide|sulfur dioxide|salt|organic aromatic compound|platinum|organic acid|inorganic nitrate salt|benzenes|iron molecular entity|acyclic olefin|azane|platinum molecular entity|barium molecular entity|buta-1,3-diene|nitric acid|toluenes|olefin|zinc molecular entity|formic acid|alcohol|sulfuric acid|nitrous acid|sulfur molecular entity|pnictogen hydride|butadiene|nitrate salt|alpha,beta-unsaturated aldehyde|alkadiene|benzene|formaldehyde|aldehyde|toluene|nitrate|methylbenzene|enal|ammonia|hydrogen sulfide|methane|aromatic annulene|sulfuric acid derivative|lead molecular entity|polycyclic hydrocarbon|hydracid|sulfur hydride|aliphatic compound|cyclic hydrocarbon|nitrogen oxide|arene|annulene|aromatic compound",,,diesel exhaust,,"carbon oxide|carbon dioxide|methanol|volatile organic compound|acrolein|aromatic compound|alkane|hydrogen cyanide|sulfur dioxide|platinum|organic acid|organic aromatic compound|inorganic nitrate salt|benzenes|salt|iron molecular entity|acyclic olefin|polycyclic hydrocarbon|platinum molecular entity|barium molecular entity|buta-1,3-diene|nitric acid|toluenes|olefin|zinc molecular entity|formic acid|alcohol|sulfuric acid|nitrous acid|sulfur molecular entity|pnictogen hydride|butadiene|nitrate salt|azane|alpha,beta-unsaturated aldehyde|alkadiene|benzene|formaldehyde|aldehyde|toluene|nitrate|methylbenzene|enal|ammonia|hydrogen sulfide|methane|aliphatic compound|aromatic annulene|sulfuric acid derivative|lead molecular entity|hydracid|sulfur hydride|cyclic hydrocarbon|nitrogen oxide|arene|annulene",,"carbon oxide|carbon dioxide|methanol|volatile organic compound|acrolein|alkane|hydrogen cyanide|sulfur dioxide|platinum|organic acid|organic aromatic compound|inorganic nitrate salt|benzenes|iron molecular entity|acyclic olefin|polycyclic hydrocarbon|platinum molecular entity|barium molecular entity|buta-1,3-diene|nitric acid|toluenes|olefin|zinc molecular entity|formic acid|alcohol|sulfuric acid|nitrous acid|sulfur molecular entity|butadiene|nitrate salt|azane|alpha,beta-unsaturated aldehyde|alkadiene|salt|benzene|formaldehyde|aldehyde|toluene|nitrate|methylbenzene|enal|ammonia|hydrogen sulfide|methane|aromatic annulene|sulfuric acid derivative|lead molecular entity|hydracid|sulfur hydride|aliphatic compound|cyclic hydrocarbon|nitrogen oxide|arene|annulene|aromatic compound|pnictogen hydride",,,,,
